,1,2,3,4,5
0,4.576792883639137e-35,7.587026740588556e-19,4.2758022112450346e-17,7.497641246674376e-09,8.150593265368116e-09
1,1.884184330333824e-33,1.6728279428769645e-17,8.519166455657045e-16,7.537239000824602e-08,8.154443515626934e-08
2,5.171234793933929e-32,2.458893250412585e-16,1.1315802043815073e-14,5.051363931507107e-07,5.438863744682787e-07
3,1.0644527527166699e-30,2.7107492028706387e-15,1.1272878916700824e-13,2.539021017862898e-06,2.720716534283738e-06
4,1.752865159547925e-29,2.3907215133087422e-14,8.984094885262018e-13,1.020972214289893e-05,1.0888007385215074e-05
5,2.4054114972187103e-28,1.7570632466184965e-13,5.966677598061446e-12,3.4212145466486286e-05,3.631050469382408e-05
6,2.8293290996509013e-27,1.1068760989150995e-12,3.396597019925481e-11,9.826524011404896e-05,0.00010379331956467946
7,2.9119613288470357e-26,6.101247995022171e-12,1.6918565212581129e-10,0.00024696056378605105,0.00025960594095402324
8,2.6640061165805655e-25,2.9894123457096454e-11,7.490839863005077e-10,0.0005516997991839382,0.0005771749047023476
9,2.1934479922471357e-24,1.3182430155232443e-10,2.9849702427169005e-09,0.0011092275822201041,0.0011548962835713575
10,1.6418246819904335e-23,5.284603998781437e-10,1.0813264205402383e-08,0.0020274307491981625,0.0021008076279827124
11,1.1265167617045428e-22,1.941962584830988e-09,3.590749121487324e-08,0.0033969041052507062,0.0035030143270577715
12,7.134875998665585e-22,6.5872957311519135e-09,1.1006549891316612e-07,0.005253628529573313,0.005391842657761438
13,4.196145297544005e-21,2.0748599162068307e-08,3.1327999925749416e-07,0.007544885379924309,0.007706396971998292
14,2.3033046410291436e-20,6.099681757753135e-08,8.322444582251894e-07,0.010113153308792436,0.010280386210364657
15,1.1852870074496486e-19,1.6811127790747652e-07,2.072719040930506e-06,0.012708660422690555,0.012857395164153693
16,5.740724777897232e-19,4.3607137910518036e-07,4.858486862971577e-06,0.01503143188267415,0.015135476370845431
17,2.6259493507729827e-18,1.0683037022688981e-06,1.0755684629366853e-05,0.016792325250362283,0.016829553681737705
18,1.137954422802051e-17,2.479423925991797e-06,2.2557658339037996e-05,0.01777497056119803,0.017732991114922773
19,4.68475621814211e-17,5.466765529450851e-06,4.4944195667002974e-05,0.01788015489739473,0.017759996704431093
20,1.8367913498495592e-16,1.1479442785371224e-05,8.528329516222079e-05,0.01714085889238977,0.01695779957321997
21,6.87431246263565e-16,2.3009531828929704e-05,0.00015447245276010665,0.01570651668940735,0.01548813767258545
22,2.4608976774066453e-15,4.411533702905351e-05,0.0002676289633633801,0.013804592269971636,0.013586922911164274
23,8.442565496936939e-15,8.105653134092421e-05,0.0004443569958859587,0.01169279153367406,0.011515708750700262
24,2.7805233964614057e-14,0.00014297419553027297,0.0007082760530229305,0.00961510876274337,0.0095179734641186
25,8.805323773044582e-14,0.0002424900755922815,0.0010855263832234674,0.007770695201595918,0.007788722139316034
26,2.6851817659212276e-13,0.0003960407370375282,0.0016020969500961852,0.006298707890657833,0.006460060565142192
27,7.896011677167587e-13,0.0006237226050906698,0.002280050865790387,0.0052772232512338525,0.00560052878932577
28,2.241826032197575e-12,0.0009484253244081691,0.0031330178076773847,0.004731383676493593,0.005223368798133944
29,6.152799698526723e-12,0.001394092346367193,0.004161616024066718,0.004645408810359149,0.0052986173760641835
30,1.6341924778232346e-11,0.0019830766707247213,0.005349672700104094,0.0049743067168648595,0.005765224699353873
31,4.204800088385954e-11,0.0027327454790784253,0.006662151539091523,0.00565308463646635,0.006541296009499388
32,1.0491160632861215e-10,0.0036516984223625626,0.008045525143459839,0.006603113660868775,0.007532205247784036
33,2.540602631068933e-10,0.004736152192463375,0.009430956193703575,0.007736521896823672,0.008637289628258701
34,5.976691275521264e-10,0.005967154392074145,0.01074014349046748,0.008959929515861366,0.00975604390384542
35,1.366943128431451e-09,0.007309277595193413,0.011893158988649939,0.01017862916241659,0.010794396390476753
36,3.0418713744918096e-09,0.008711289316331064,0.012817176669680037,0.011301728970198861,0.01167107452470104
37,6.5909705820847004e-09,0.01010900918333694,0.013454778419107562,0.012248102711756803,0.012323540765644651
38,1.3914797486863474e-08,0.011430199688273754,0.013770569178319066,0.012952459679131244,0.012712686107374332
39,2.8642374749181768e-08,0.012600965346362783,0.013755130595548788,0.013370584402172377,0.012825473660761354
40,5.7519789733728834e-08,0.013552837999752342,0.013425815714362686,0.013482830952111016,0.012674990047013656
41,1.1276131276472138e-07,0.014229570764478672,0.012824425500975019,0.013295234924341676,0.01229778320486559
42,2.1591548571932918e-07,0.01459268587797248,0.012012293567532448,0.012838025225414091,0.011748815014861394
43,4.040389547996324e-07,0.014625018237760232,0.011063644768765353,0.012161759470864496,0.01109472474879825
44,7.392696024223518e-07,0.014331823982141013,0.010058237411707334,0.01133166851205691,0.010406313450436088
45,1.3232354926161183e-06,0.013739412590650929,0.009074248947510726,0.010421011003875255,0.009751197056994388
46,2.3180959447505017e-06,0.01289163340231539,0.008182164693594805,0.009504286379409702,0.009187457528278974
47,3.976328845652059e-06,0.011844834717775239,0.007440146339956504,0.008651053534601877,0.008758895033449092
48,6.681567151989913e-06,0.01066207151497662,0.006891063540148971,0.007920900692352704,0.008492209485212314
49,1.1002730033824547e-05,0.009407353066675495,0.006561125872142623,0.0073598684683151925,0.008396170372596178
50,1.7763249050707353e-05,0.008140610873886176,0.006459887778957706,0.006998397579632361,0.008462608608702233
51,2.8126208064237587e-05,0.006913868454434249,0.0065813232598032805,0.006850693314330278,0.008668902912856973
52,4.369456694396082e-05,0.005768855876369993,0.0069056659224057924,0.006915288204588847,0.008981539385872714
53,6.662324830514426e-05,0.004736080151520791,0.007401756602925645,0.00717654005669214,0.009360288457850063
54,9.973675587329617e-05,0.003835173783998071,0.00802970522905708,0.007606808451659737,0.009762555195412592
55,0.0001466423239970495,0.0030762186211594367,0.008743731183454279,0.008169086761158673,0.010147503711705242
56,0.00021182470143390493,0.002461685595170057,0.00949508228348505,0.008819907439193083,0.010479623270281834
57,0.0003007050580422543,0.0019886350386376333,0.010234942900230982,0.009512370855518633,0.010731484808117432
58,0.00041964383329390147,0.0016508710620290494,0.01091723223616655,0.010199165628734866,0.010885526383309311
59,0.0005758663727461814,0.0014408181881143047,0.011501175497848615,0.010835452571937165,0.01093479959315608
60,0.0007772916598600045,0.0013509716452816162,0.01195351613246548,0.011381481697939101,0.010882701046659544
61,0.0010322489320773185,0.001374851133848871,0.012250236644905106,0.011804811098822147,0.010741797483840942
62,0.0013490747586740936,0.0015074533576541964,0.012377674302574675,0.012082005759099249,0.010531923720005313
63,0.0017355941058019677,0.001745247839560269,0.012332956299858994,0.012199718056693192,0.010277783442043505
64,0.0021985023481008266,0.002085793820656056,0.012123731831905057,0.012155090152008576,0.010006309846736915
65,0.0027426798897474546,0.0025270757840537496,0.011767237890305742,0.011955467933708415,0.009744044551342845
66,0.0033704853463127184,0.0030666644356835194,0.011288792154428386,0.011617470121702982,0.009514770362026671
67,0.004081085133707455,0.003700811566949653,0.010719851722201735,0.011165506843780645,0.009337590271277105
68,0.0048698847976566375,0.004423582996608331,0.010095804691569996,0.010629882446645774,0.009225587401304016
69,0.005728128757133438,0.00522612467710037,0.00945367019063487,0.010044642431397197,0.00918513552284868
70,0.006642729176610395,0.006096143309142921,0.008829872191617965,0.009445331975048415,0.009215864348906424
71,0.0075963711219184105,0.007017664451297454,0.008258226976017111,0.008866824188234822,0.009311224348664528
72,0.008567920692480845,0.007971108365166136,0.007768248866479167,0.008341353183343921,0.009459547288945228
73,0.009533137169825002,0.00893369748847489,0.007383839796340938,0.007896854876542313,0.009645464337631799
74,0.010465661949158992,0.009880180985280578,0.007122390899853911,0.007555682448437821,0.009851524863688156
75,0.01133822925706004,0.010783833464988788,0.0069942926604061335,0.007333728342161108,0.010059855956683347
76,0.012124019684405414,0.011617659305013914,0.007002826545956922,0.007239954240608514,0.010253713756080023
77,0.012798060356529221,0.012355713738301086,0.007144395975603077,0.0072763067708770494,0.010418800515153374
78,0.013338567368197605,0.012974439307093601,0.007409046889560075,0.007437980320875693,0.010544252839120492
79,0.01372812811461195,0.013453913029299625,0.007781226164795676,0.0077139786278525805,0.01062324327957443
80,0.01395463329674622,0.013778906242919657,0.008240727300896354,0.008087922190266111,0.010653175904400472
81,0.014011889378394099,0.013939675008920653,0.00876377506191958,0.008539047229522988,0.010635493237845869
82,0.013899869775634718,0.01393242248810372,0.00932420256616034,0.009043342206298549,0.010575144130564658
83,0.013624593991171488,0.013759403306160862,0.009894674938222756,0.009574768584357771,0.010479787328670618
84,0.013197654883976888,0.013428670488135664,0.010447913156629353,0.010106513088632689,0.010358822171875044
85,0.01263544204462944,0.012953494855687355,0.010957870868209433,0.010612219214794945,0.010222345213846367
86,0.011958131126664018,0.012351511899357114,0.011400816789345795,0.011067146787606574,0.010080129733563842
87,0.01118852310587639,0.011643669760821042,0.011756277019075992,0.011449210748794179,0.009940715005249463
88,0.010350822955863447,0.010853062663433577,0.012007796060114024,0.011739854871625047,0.00981067539517752
89,0.009469444320189705,0.010003736475226647,0.012143483042321924,0.011924723280643281,0.00969411791170866
90,0.00856791651900572,0.00911954759214165,0.012156320473960392,0.011994102615822589,0.009592433055388514
91,0.0076679544232379345,0.008223144304515734,0.012044226162736557,0.011943120056017503,0.00950430001637192
92,0.006788732529761077,0.007335123128971714,0.011809873657882384,0.011771696398182728,0.009425925556084605
93,0.005946384235856044,0.006473393396975109,0.011460291300823112,0.011484267841179396,0.009351478008905779
94,0.005153727918538354,0.005652763828013091,0.011006273308127732,0.011089303755717263,0.009273664952761693
95,0.004420204657950365,0.004884746765059425,0.010461646963368727,0.010598659279974231,0.009184395852881782
96,0.0037519994626240595,0.00417756066881411,0.009842446997319263,0.010026810020068713,0.009075469432866157
97,0.003152309245142816,0.0035363002846768403,0.009166051050494176,0.009390020759049619,0.008939229205522226
98,0.0026217166064241766,0.0029632369974778865,0.008450328674000775,0.008705500614318148,0.008769138619568415
99,0.0021586283120039046,0.0024582091645318294,0.007712851019234999,0.007990593694425572,0.008560238476244191
100,0.001759740457936644,0.0020190631647192922,0.006970199948526218,0.0072620475444240785,0.008309462324933119
101,0.0014204978183977102,0.0016421097509676185,0.006237404771168658,0.006535392382464194,0.00801579913354238
102,0.0011355217841191897,0.0013225661445440456,0.005527523287436633,0.005824453341183829,0.007680305435404294
103,0.0008989887455397339,0.0010549612506784288,0.004851372398678957,0.005141006701453887,0.007305980377022462
104,0.0007049479949564395,0.0008334885824413434,0.004217403166877156,0.004494580432818057,0.006897525900664663
105,0.0005475746550563321,0.0006522982836415364,0.0036317066123651176,0.003892390051525385,0.006461020266903272
106,0.0004213584273725128,0.0005057255601971978,0.0030981301862508573,0.0033393934554235677,0.006003536131264976
107,0.00032123292546082464,0.0003884575749973587,0.002618480931032056,0.002838443314868632,0.0055327345850439405
108,0.00024265300769016557,0.0002956443221513738,0.0021927897838526483,0.002390512854613174,0.005056464323342332
109,0.00018162896890790316,0.0002229612054121668,0.0018196120133312942,0.001994970296478461,0.004582390940919019
110,0.00013472688312287393,0.00016663213964383442,0.0014963410028686055,0.0016498785209743234,0.0041176758925194614
111,9.904404385838406e-05,0.00012342217466372067,0.0012195160155302849,0.0013522992154519464,0.003668718522192871
112,7.21675636949092e-05,9.06081361462908e-05,0.0009851086988393592,0.001098584429161797,0.003240968357968643
113,5.212298951697603e-05,6.59348149342772e-05,0.0007887774501561267,0.0008846425836188401,0.002838809089207159
114,3.7318450256377014e-05,4.7563017263267596e-05,0.0006260829765353614,0.0007061701741684357,0.002465510680571473
115,2.6488522524583126e-05,3.401448141147527e-05,0.0004926621537622739,0.0005588443107127467,0.0021232421820937446
116,1.864077640085675e-05,2.411739732832575e-05,0.00038436042621400987,0.00043847464244488554,0.0018131350895727008
117,1.3006909353899807e-05,1.6955120360069634e-05,0.00029732539747213526,0.0003411159497553896,0.0015353855931952134
118,8.999518542464214e-06,1.1819697496522468e-05,0.000228065929486397,0.00026314471061691567,0.0012893836261225978
119,6.174903201641037e-06,8.171044236759636e-06,0.0001734820480979069,0.0002013042753921936,0.0010738571183334469
120,4.20181481028594e-06,5.602019773585723e-06,0.00013087134123658433,0.00015272398325446467,0.0008870210611167624
121,2.8357582269793673e-06,3.8092304981060186e-06,9.791745358059812e-05,0.00011491772928299903,0.0007267226652394877
122,1.8982622586275735e-06,2.5691211675395273e-06,7.266585554102466e-05,8.576726389237636e-05,0.000590575829571737
123,1.2604529872504946e-06,1.7187604365158312e-06,5.349141671795302e-05,6.349499692879874e-05,0.00047608013057091403
124,8.302497676710798e-07,1.1406641211219843e-06,3.90615509806583e-05,4.663039915664735e-05,0.00038072143723445355
125,5.42538224140435e-07,7.509995594191664e-07,2.8297908347978398e-05,3.397333877849927e-05,0.0003020529342232539
126,3.517375582691032e-07,4.905557914384866e-07,2.0338832180905858e-05,2.4556934542603013e-05,0.00023775672432350736
127,2.2625641351446878e-07,3.1792954147264615e-07,1.4504121930636195e-05,1.7611803361186556e-05,0.00018568724630974894
128,1.44412009826518e-07,2.044530621249209e-07,1.026306621708824e-05,1.2532963165626982e-05,0.00014389848490787958
129,9.146439874282903e-08,1.304676119311934e-07,7.206247569762931e-06,8.850138297792174e-06,0.00011065739058102241
130,5.748743241920641e-08,8.261974753504127e-08,5.021266620145966e-06,6.201809306589587e-06,8.444611005609096e-05
131,3.5858416286327784e-08,5.192331099976872e-08,3.472280096294641e-06,4.313046339584693e-06,6.395560499566901e-05
132,2.2198906788125838e-08,3.238643788031132e-08,2.3830793855035587e-06,2.9769540451035346e-06,4.807305987757329e-05
133,1.3640142678194474e-08,2.0049836300975736e-08,1.6233385851658112e-06,2.0394214350685223e-06,3.5865202437642654e-05
134,8.319117694723222e-09,1.2320533350989256e-08,1.097616793497976e-06,1.3867968885704694e-06,2.6559326443115365e-05
135,5.036519085692722e-09,7.51524332166098e-09,7.366941731521521e-07,9.360813610756068e-07,1.952345450646341e-05
136,3.026927651638956e-09,4.550665622342631e-09,4.908423964506464e-07,6.272384577187278e-07,1.424673665682607e-05
137,1.8059889063051056e-09,2.7355728503799075e-09,3.246671745597547e-07,4.172470161016104e-07,1.0320868302699457e-05
138,1.069774895024273e-09,1.6326230759401071e-09,2.1320578354839067e-07,2.7556121247533235e-07,7.423041087495509e-06
139,6.291533161929601e-10,9.674094847220453e-10,1.390100968549027e-07,1.8068816152095775e-07,5.300717501383599e-06
