,Actual,Minimum_value,Predicted
0,1,-178.151,1
1,1,-176.52,1
2,1,-184.977,1
3,1,-189.278,1
4,1,-182.973,1
5,5,-253.811,1
6,1,-184.615,1
7,1,-195.514,1
8,1,-177.646,1
9,1,-182.116,1
10,1,-185.917,1
11,1,-165.764,1
12,1,-188.858,1
13,3,-204.233,1
14,1,-178.27,1
15,1,-195.545,1
16,1,-176.278,1
17,1,-183.159,1
18,1,-184.306,1
19,1,-180.158,1
20,1,-214.195,1
21,1,-207.184,1
22,1,-184.132,1
23,1,-185.378,1
24,1,-180.562,1
25,1,-184.383,1
26,1,-199.584,1
27,1,-166.309,1
28,1,-184.272,1
29,1,-183.101,1
30,1,-184.946,1
31,1,-181.433,1
32,1,-185.373,1
33,1,-208.59,1
34,1,-191.349,1
35,1,-179.283,1
36,1,-195.517,1
37,1,-196.108,1
38,3,-211.246,1
39,5,-228.445,1
40,1,-188.989,1
41,1,-221.484,1
42,1,-179.371,1
43,1,-179.094,1
44,1,-211.146,1
45,1,-182.061,1
46,1,-177.6,1
47,1,-167.171,1
48,1,-170.237,1
49,1,-178.149,1
50,1,-198.841,1
51,3,-183.997,1
52,1,-187.973,1
53,1,-184.353,1
54,1,-180.738,1
55,1,-206.184,1
56,3,-167.239,1
57,1,-170.112,1
58,1,-177.041,1
59,1,-188.929,1
60,1,-178.732,1
61,1,-189.819,1
62,3,-197.413,1
63,1,-177.239,1
64,1,-175.669,1
65,1,-204.922,1
66,1,-177.672,1
67,1,-185.939,1
68,1,-185.952,1
69,1,-190.156,1
70,1,-173.913,1
71,1,-155.7,1
72,3,-203.525,1
73,1,-196.97,1
74,1,-177.933,1
75,1,-197.664,1
76,3,-242.2,1
77,1,-214.488,1
78,1,-210.022,1
79,1,-196.411,1
80,1,-179.918,1
81,1,-196.587,1
82,1,-198.913,1
83,1,-181.427,1
84,1,-195.951,1
85,1,-197.845,1
86,1,-175.503,1
87,1,-194.472,1
88,1,-176.735,1
89,1,-190.484,1
90,1,-176.444,1
91,1,-210.132,1
92,1,-190.696,1
93,1,-185.732,1
94,1,-183.22,1
95,1,-200.183,1
96,4,-202.107,1
97,1,-192.655,1
98,1,-201.297,1
99,1,-188.236,1
100,2,-258.801,2
101,2,-313.392,2
102,2,-349.086,2
103,2,-353.772,2
104,2,-297.216,2
105,2,-317.3,2
106,2,-304.064,2
107,2,-305.229,2
108,2,-312.754,2
109,2,-304.672,2
110,2,-300.962,2
111,2,-325.315,2
112,2,-393.781,2
113,2,-320.641,2
114,2,-322.319,2
115,2,-315.856,2
116,2,-321.683,2
117,2,-301.543,2
118,2,-317.85,2
119,2,-329.372,2
120,2,-327.11,2
121,2,-277.94,2
122,2,-315.049,2
123,2,-363.73,2
124,2,-318.939,2
125,2,-285.735,2
126,2,-323.921,2
127,2,-327.202,2
128,2,-287.885,2
129,2,-324.671,2
130,2,-349.117,2
131,2,-312.535,2
132,2,-295.834,2
133,2,-327.914,2
134,2,-292.29,2
135,2,-337.254,2
136,2,-332.465,2
137,2,-277.557,2
138,2,-341.649,2
139,2,-310.174,2
140,2,-341.075,2
141,2,-317.822,2
142,2,-300.344,2
143,2,-294.092,2
144,2,-317.102,2
145,2,-335.119,2
146,2,-309.861,2
147,2,-314.993,2
148,2,-321.757,2
149,2,-316.771,2
150,2,-306.455,2
151,2,-377.454,2
152,2,-337.008,2
153,2,-297.341,2
154,2,-334.966,2
155,2,-329.014,2
156,2,-338.873,2
157,2,-346.531,2
158,2,-305.075,2
159,2,-326.94,2
160,2,-318.554,2
161,2,-335.176,2
162,2,-321.797,2
163,2,-315.686,2
164,2,-315.748,2
165,2,-286.113,2
166,2,-290.121,2
167,2,-310.469,2
168,2,-306.972,2
169,2,-311.94,2
170,2,-304.844,2
171,2,-331.344,2
172,2,-322.079,2
173,2,-309.854,2
174,2,-311.035,2
175,2,-311.279,2
176,2,-360.083,2
177,2,-305.127,2
178,2,-351.476,2
179,2,-328.598,2
180,2,-339.542,2
181,2,-321.623,2
182,2,-325.374,2
183,2,-309.245,2
184,2,-325.74,2
185,2,-321.085,2
186,2,-335.151,2
187,2,-298.757,2
188,2,-317.656,2
189,2,-322.437,2
190,2,-310.764,2
191,2,-317.015,2
192,2,-322.75,2
193,2,-314.775,2
194,2,-328.411,2
195,2,-313.694,2
196,2,-299.765,2
197,2,-330.378,2
198,2,-307.749,2
199,2,-365.567,2
200,3,-393.356,3
201,2,-455.409,3
202,2,-418.178,3
203,2,-431.705,3
204,2,-444.915,3
205,2,-414.855,3
206,2,-463.548,3
207,3,-439.78,3
208,2,-443.607,3
209,3,-470.022,3
210,3,-429.652,3
211,2,-418.239,3
212,3,-445.68,3
213,2,-454.874,3
214,3,-435.816,3
215,3,-430.455,3
216,3,-420.398,3
217,3,-487.905,3
218,2,-447.148,3
219,2,-462.917,3
220,2,-448.623,3
221,3,-506.491,3
222,3,-421.694,3
223,3,-432.32,3
224,2,-472.701,3
225,2,-441.185,3
226,2,-466.18,3
227,2,-484.207,3
228,3,-443.052,3
229,3,-480.099,3
230,3,-429.452,3
231,3,-429.999,3
232,3,-459.67,3
233,2,-455.48,3
234,3,-445.474,3
235,3,-427.633,3
236,3,-429.127,3
237,2,-451.435,3
238,2,-466.662,3
239,2,-440.03,3
240,3,-462.364,3
241,2,-415.241,3
242,3,-438.875,3
243,2,-420.291,3
244,3,-428.466,3
245,2,-423.532,3
246,2,-421.031,3
247,2,-481.646,3
248,3,-470.541,3
249,3,-468.305,3
250,3,-413.113,3
251,2,-418.755,3
252,3,-485.015,3
253,3,-446.504,3
254,3,-520.499,3
255,3,-450.52,3
256,2,-425.429,3
257,3,-451.237,3
258,3,-427.864,3
259,2,-487.936,3
260,2,-434.951,3
261,2,-459.49,3
262,2,-421.048,3
263,2,-440.704,3
264,3,-420.573,3
265,3,-423.819,3
266,3,-447.379,3
267,2,-444.601,3
268,3,-489.093,3
269,3,-461.665,3
270,3,-425.71,3
271,2,-499.429,3
272,3,-446.147,3
273,2,-406.579,3
274,3,-458.515,3
275,3,-427.98,3
276,3,-460.038,3
277,3,-429.186,3
278,2,-428.005,3
279,2,-462.352,3
280,3,-436.204,3
281,3,-446.758,3
282,3,-456.243,3
283,3,-479.328,3
284,2,-450.617,3
285,2,-420.885,3
286,2,-396.554,3
287,3,-434.458,3
288,2,-457.33,3
289,3,-405.535,3
290,3,-427.328,3
291,3,-475.118,3
292,3,-500.156,3
293,3,-456.035,3
294,3,-427.114,3
295,3,-462.283,3
296,3,-418.265,3
297,2,-431.115,3
298,3,-414.691,3
299,2,-473.499,3
300,3,-629.771,4
301,3,-578.259,4
302,3,-583.977,4
303,3,-562.39,4
304,3,-587.306,4
305,4,-549.465,4
306,3,-607.85,4
307,3,-548.107,4
308,3,-553.728,4
309,3,-543.014,4
310,3,-532.286,4
311,3,-556.756,4
312,3,-590.816,4
313,3,-573.971,4
314,3,-573.311,4
315,3,-552.364,4
316,3,-567.48,4
317,3,-563.105,4
318,3,-584.084,4
319,3,-586.993,4
320,3,-574.206,4
321,3,-539.843,4
322,3,-589.99,4
323,3,-559.833,4
324,3,-528.992,4
325,3,-552.292,4
326,3,-537.621,4
327,3,-585.658,4
328,3,-541.83,4
329,3,-546.554,4
330,3,-512.941,4
331,3,-570.718,4
332,3,-585.257,4
333,3,-534.092,4
334,3,-558.097,4
335,3,-662.765,4
336,3,-567.533,4
337,3,-508.758,4
338,3,-603.138,4
339,3,-544.24,4
340,3,-617.327,4
341,3,-521.743,4
342,3,-544.34,4
343,3,-596.074,4
344,3,-556.019,4
345,3,-585.289,4
346,3,-541.271,4
347,3,-585.852,4
348,3,-536.719,4
349,3,-651.847,4
350,3,-560.884,4
351,3,-587.995,4
352,3,-564.66,4
353,3,-552.738,4
354,3,-586.11,4
355,3,-524.675,4
356,3,-549.317,4
357,3,-530.474,4
358,3,-545.069,4
359,3,-627.028,4
360,3,-588.358,4
361,3,-542.272,4
362,3,-525.067,4
363,3,-541.363,4
364,3,-559.448,4
365,3,-576.0,4
366,3,-573.214,4
367,3,-546.939,4
368,3,-548.025,4
369,3,-583.801,4
370,3,-556.672,4
371,3,-544.641,4
372,3,-581.598,4
373,3,-570.741,4
374,3,-568.641,4
375,3,-537.443,4
376,3,-563.637,4
377,3,-547.662,4
378,3,-566.258,4
379,3,-551.411,4
380,3,-555.146,4
381,3,-546.321,4
382,3,-540.33,4
383,3,-537.53,4
384,3,-576.621,4
385,3,-559.487,4
386,3,-552.195,4
387,3,-611.23,4
388,3,-556.242,4
389,3,-521.353,4
390,3,-583.119,4
391,3,-577.065,4
392,3,-566.67,4
393,3,-632.952,4
394,3,-527.925,4
395,3,-568.178,4
396,3,-575.326,4
397,3,-551.821,4
398,3,-593.365,4
399,3,-585.024,4
400,3,-655.645,5
401,3,-690.899,5
402,3,-671.419,5
403,4,-731.378,5
404,4,-736.086,5
405,3,-714.723,5
406,3,-679.162,5
407,4,-663.153,5
408,3,-699.04,5
409,4,-679.173,5
410,4,-708.299,5
411,3,-704.598,5
412,3,-676.486,5
413,4,-664.42,5
414,4,-731.034,5
415,3,-643.162,5
416,3,-658.424,5
417,3,-638.27,5
418,3,-682.433,5
419,3,-695.469,5
420,3,-602.857,5
421,3,-690.464,5
422,3,-706.912,5
423,3,-626.617,5
424,3,-662.346,5
425,4,-666.339,5
426,3,-674.054,5
427,3,-666.874,5
428,3,-702.891,5
429,3,-711.719,5
430,3,-652.439,5
431,4,-642.812,5
432,3,-682.215,5
433,3,-679.509,5
434,3,-706.727,5
435,3,-687.428,5
436,4,-675.471,5
437,3,-664.308,5
438,3,-685.064,5
439,3,-676.742,5
440,3,-670.631,5
441,3,-723.646,5
442,3,-687.669,5
443,3,-693.475,5
444,3,-714.229,5
445,3,-682.41,5
446,3,-682.003,5
447,3,-709.3,5
448,4,-721.656,5
449,3,-710.094,5
450,4,-668.081,5
451,3,-705.811,5
452,4,-732.835,5
453,3,-698.127,5
454,4,-689.213,5
455,3,-697.561,5
456,3,-678.484,5
457,3,-693.371,5
458,3,-676.665,5
459,4,-667.947,5
460,3,-665.245,5
461,4,-647.485,5
462,3,-623.733,5
463,3,-676.619,5
464,3,-667.176,5
465,3,-638.126,5
466,3,-648.949,5
467,3,-691.581,5
468,3,-653.54,5
469,3,-679.225,5
470,3,-645.058,5
471,3,-672.953,5
472,3,-711.73,5
473,3,-689.335,5
474,3,-683.149,5
475,3,-682.681,5
476,3,-640.68,5
477,3,-689.051,5
478,3,-737.902,5
479,4,-727.981,5
480,4,-686.266,5
481,3,-740.835,5
482,3,-652.248,5
483,3,-715.838,5
484,4,-713.139,5
485,3,-654.381,5
486,3,-696.389,5
487,3,-700.979,5
488,3,-663.294,5
489,3,-661.472,5
490,3,-655.701,5
491,3,-661.838,5
492,3,-679.744,5
493,4,-718.132,5
494,3,-698.087,5
495,3,-689.942,5
496,3,-706.04,5
497,3,-649.943,5
498,3,-737.635,5
499,3,-705.816,5
